ID_Encomenda,Data_Calendario,Produto,Quantidade,Preco_Unitario,Estado_Encomenda
ENC-1192,2025-05-17 21:46:00,Churros,4,12.0,Entregue
ENC-1522,2025-05-17 22:23:00,Pudim,10,8.0,Entregue
ENC-1558,2025-05-18 11:30:00,Churros,6,12.0,Entregue
ENC-1793,2025-05-18 14:52:00,Churros,6,12.0,Entregue
ENC-2908,2025-05-18 16:11:00,Morangoffee,10,14.0,Entregue
ENC-1840,2025-05-18 17:39:00,Bolo,5,12.0,Entregue
ENC-1373,2025-05-18 18:03:00,Banoffee,9,14.0,Entregue
ENC-2638,2025-05-18 18:25:00,Pudim,10,8.0,Entregue
ENC-1264,2025-05-19 14:34:00,Morangoffee,9,14.0,Entregue
ENC-2632,2025-05-19 15:09:00,Bolo,6,12.0,Entregue
ENC-2531,2025-05-19 16:41:00,Morangoffee,1,14.0,Entregue
ENC-1240,2025-05-19 16:44:00,Banoffee,5,14.0,Entregue
ENC-1205,2025-05-19 20:23:00,Bolo,2,12.0,Entregue
ENC-2491,2025-05-19 21:18:00,Churros,1,12.0,Entregue
ENC-2406,2025-05-20 12:11:00,Pudim,8,8.0,Entregue
ENC-2080,2025-05-20 12:36:00,Bolo,4,12.0,Entregue
ENC-2481,2025-05-20 14:40:00,Bolo,8,12.0,Entregue
ENC-2766,2025-05-21 11:16:00,Pudim,7,8.0,Entregue
ENC-1017,2025-05-21 14:14:00,Bolo,8,12.0,Entregue
ENC-1898,2025-05-21 17:22:00,Churros,7,12.0,Entregue
ENC-1427,2025-05-21 18:57:00,Morangoffee,3,14.0,Entregue
ENC-1229,2025-05-21 19:35:00,Churros,5,12.0,Entregue
ENC-2374,2025-05-22 11:52:00,Churros,7,12.0,Entregue
ENC-2500,2025-05-22 14:20:00,Bolo,5,12.0,Entregue
ENC-2323,2025-05-22 16:51:00,Pudim,4,8.0,Entregue
ENC-2218,2025-05-22 17:00:00,Pudim,6,8.0,Cancelada
ENC-2506,2025-05-22 19:00:00,Morangoffee,5,14.0,Entregue
ENC-1954,2025-05-23 14:27:00,Pudim,1,8.0,Entregue
ENC-1689,2025-05-23 14:50:00,Morangoffee,10,14.0,Entregue
ENC-1214,2025-05-23 17:25:00,Bolo,6,12.0,Entregue
ENC-1544,2025-05-23 23:51:00,Churros,10,12.0,Entregue
ENC-1799,2025-05-24 13:32:00,Bolo,1,12.0,Cancelada
ENC-1224,2025-05-24 15:54:00,Banoffee,2,14.0,Entregue
ENC-1247,2025-05-24 18:31:00,Pudim,5,8.0,Entregue
ENC-2602,2025-05-24 19:21:00,Churros,1,12.0,Entregue
ENC-2487,2025-05-24 22:08:00,Banoffee,7,14.0,Entregue
ENC-2885,2025-05-25 11:35:00,Bolo,9,12.0,Entregue
ENC-2861,2025-05-25 17:22:00,Banoffee,5,14.0,Entregue
ENC-1718,2025-05-25 23:15:00,Banoffee,2,14.0,Entregue
ENC-2578,2025-05-25 23:39:00,Churros,7,12.0,Entregue
ENC-1486,2025-05-26 11:22:00,Bolo,8,12.0,Entregue
ENC-2276,2025-05-26 11:52:00,Churros,9,12.0,Entregue
ENC-1124,2025-05-26 14:17:00,Bolo,1,12.0,Entregue
ENC-2873,2025-05-26 17:15:00,Pudim,8,8.0,Entregue
ENC-2586,2025-05-26 17:46:00,Churros,6,12.0,Entregue
ENC-2823,2025-05-26 20:26:00,Morangoffee,4,14.0,Entregue
ENC-2957,2025-05-27 17:58:00,Bolo,3,12.0,Entregue
ENC-2371,2025-05-27 18:14:00,Bolo,7,12.0,Entregue
ENC-2281,2025-05-27 20:04:00,Banoffee,3,14.0,Entregue
ENC-2806,2025-05-28 12:53:00,Churros,7,12.0,Entregue
ENC-2977,2025-05-28 14:22:00,Morangoffee,8,14.0,Entregue
ENC-1865,2025-05-28 17:07:00,Banoffee,6,14.0,Entregue
ENC-1347,2025-05-28 23:52:00,Churros,4,12.0,Cancelada
ENC-2914,2025-05-29 12:38:00,Morangoffee,6,14.0,Entregue
ENC-2915,2025-05-29 13:01:00,Bolo,3,12.0,Entregue
ENC-2886,2025-05-29 17:50:00,Pudim,3,8.0,Entregue
ENC-1277,2025-05-29 19:47:00,Churros,2,12.0,Entregue
ENC-1472,2025-05-29 23:51:00,Banoffee,3,14.0,Entregue
ENC-2412,2025-05-30 16:04:00,Morangoffee,1,14.0,Entregue
ENC-2934,2025-05-30 20:58:00,Banoffee,6,14.0,Cancelada
ENC-1494,2025-05-30 23:01:00,Banoffee,3,14.0,Entregue
ENC-2379,2025-05-31 15:32:00,Morangoffee,5,14.0,Entregue
ENC-2708,2025-05-31 16:17:00,Banoffee,1,14.0,Entregue
ENC-2492,2025-05-31 16:35:00,Pudim,6,8.0,Entregue
ENC-2403,2025-05-31 20:53:00,Banoffee,4,14.0,Entregue
ENC-1862,2025-05-31 22:33:00,Churros,10,12.0,Entregue
ENC-1624,2025-05-31 23:08:00,Morangoffee,1,14.0,Entregue
ENC-1566,2025-06-01 15:23:00,Bolo,7,12.0,Entregue
ENC-2160,2025-06-01 20:18:00,Churros,8,12.0,Entregue
ENC-1606,2025-06-01 20:44:00,Churros,9,12.0,Entregue
ENC-2199,2025-06-01 21:22:00,Churros,6,12.0,Entregue
ENC-2911,2025-06-01 23:52:00,Pudim,1,8.0,Entregue
ENC-1753,2025-06-02 11:19:00,Pudim,9,8.0,Entregue
ENC-1680,2025-06-02 11:56:00,Churros,2,12.0,Entregue
ENC-2565,2025-06-02 12:55:00,Bolo,1,12.0,Entregue
ENC-1143,2025-06-02 17:34:00,Bolo,4,12.0,Entregue
ENC-1179,2025-06-02 18:29:00,Pudim,9,8.0,Entregue
ENC-2825,2025-06-02 18:53:00,Morangoffee,4,14.0,Entregue
ENC-1527,2025-06-02 19:02:00,Banoffee,4,14.0,Entregue
ENC-2744,2025-06-02 23:32:00,Banoffee,5,14.0,Entregue
ENC-2635,2025-06-03 13:54:00,Morangoffee,10,14.0,Cancelada
ENC-1120,2025-06-03 17:28:00,Pudim,3,8.0,Cancelada
ENC-1455,2025-06-03 17:42:00,Morangoffee,6,14.0,Entregue
ENC-2328,2025-06-03 18:04:00,Pudim,3,8.0,Entregue
ENC-2138,2025-06-03 21:02:00,Banoffee,4,14.0,Entregue
ENC-2903,2025-06-03 21:07:00,Banoffee,6,14.0,Entregue
ENC-1906,2025-06-03 21:41:00,Churros,9,12.0,Entregue
ENC-1383,2025-06-03 22:27:00,Banoffee,4,14.0,Cancelada
ENC-2952,2025-06-03 23:12:00,Churros,4,12.0,Entregue
ENC-1955,2025-06-04 12:16:00,Churros,4,12.0,Entregue
ENC-1112,2025-06-04 15:16:00,Churros,9,12.0,Entregue
ENC-1581,2025-06-04 16:21:00,Pudim,8,8.0,Entregue
ENC-2461,2025-06-04 17:51:00,Churros,7,12.0,Entregue
ENC-2687,2025-06-04 21:02:00,Pudim,8,8.0,Entregue
ENC-1028,2025-06-04 21:58:00,Churros,5,12.0,Cancelada
ENC-1123,2025-06-04 22:41:00,Bolo,8,12.0,Entregue
ENC-1286,2025-06-05 15:05:00,Morangoffee,4,14.0,Entregue
ENC-2988,2025-06-05 16:13:00,Bolo,3,12.0,Entregue
ENC-2273,2025-06-05 17:23:00,Churros,10,12.0,Entregue
ENC-1548,2025-06-05 20:01:00,Banoffee,1,14.0,Entregue
ENC-1742,2025-06-05 21:34:00,Bolo,8,12.0,Entregue
ENC-1394,2025-06-06 11:23:00,Banoffee,10,14.0,Entregue
ENC-2488,2025-06-06 12:45:00,Bolo,4,12.0,Entregue
ENC-1104,2025-06-06 14:05:00,Banoffee,8,14.0,Entregue
ENC-2101,2025-06-06 21:20:00,Pudim,9,8.0,Entregue
ENC-2258,2025-06-07 13:20:00,Churros,9,12.0,Entregue
ENC-2161,2025-06-07 13:45:00,Churros,7,12.0,Entregue
ENC-2782,2025-06-07 14:29:00,Pudim,7,8.0,Entregue
ENC-2688,2025-06-07 17:41:00,Morangoffee,8,14.0,Cancelada
ENC-2892,2025-06-07 17:44:00,Morangoffee,2,14.0,Entregue
ENC-2297,2025-06-07 17:49:00,Bolo,2,12.0,Entregue
ENC-1233,2025-06-07 19:02:00,Pudim,4,8.0,Cancelada
ENC-1255,2025-06-07 20:13:00,Pudim,4,8.0,Entregue
ENC-1804,2025-06-08 11:28:00,Churros,3,12.0,Entregue
ENC-1199,2025-06-08 13:03:00,Bolo,10,12.0,Entregue
ENC-1386,2025-06-08 13:45:00,Churros,4,12.0,Cancelada
ENC-1589,2025-06-08 14:47:00,Bolo,1,12.0,Entregue
ENC-2311,2025-06-08 17:02:00,Banoffee,6,14.0,Entregue
ENC-2769,2025-06-08 17:22:00,Churros,3,12.0,Entregue
ENC-1539,2025-06-08 21:18:00,Churros,6,12.0,Entregue
ENC-1759,2025-06-08 21:43:00,Pudim,4,8.0,Entregue
ENC-1929,2025-06-09 11:30:00,Pudim,1,8.0,Entregue
ENC-1096,2025-06-09 12:20:00,Bolo,4,12.0,Entregue
ENC-1934,2025-06-09 15:29:00,Banoffee,9,14.0,Entregue
ENC-1773,2025-06-09 20:34:00,Bolo,7,12.0,Cancelada
ENC-2455,2025-06-10 13:33:00,Bolo,10,12.0,Entregue
ENC-2937,2025-06-10 14:09:00,Pudim,4,8.0,Entregue
ENC-2059,2025-06-10 18:04:00,Banoffee,8,14.0,Entregue
ENC-2950,2025-06-10 19:59:00,Banoffee,9,14.0,Entregue
ENC-1988,2025-06-10 20:34:00,Churros,1,12.0,Entregue
ENC-2647,2025-06-11 13:36:00,Pudim,4,8.0,Entregue
ENC-1897,2025-06-11 14:50:00,Churros,4,12.0,Entregue
ENC-1933,2025-06-11 18:00:00,Bolo,8,12.0,Entregue
ENC-2795,2025-06-11 18:31:00,Pudim,5,8.0,Entregue
ENC-1442,2025-06-11 18:47:00,Morangoffee,8,14.0,Entregue
ENC-1698,2025-06-11 19:08:00,Banoffee,1,14.0,Entregue
ENC-1667,2025-06-11 21:36:00,Morangoffee,9,14.0,Entregue
ENC-1594,2025-06-11 21:40:00,Bolo,2,12.0,Entregue
ENC-2739,2025-06-11 23:12:00,Banoffee,3,14.0,Cancelada
ENC-1924,2025-06-11 23:36:00,Morangoffee,10,14.0,Entregue
ENC-1912,2025-06-12 13:51:00,Morangoffee,4,14.0,Entregue
ENC-2693,2025-06-12 15:44:00,Banoffee,5,14.0,Entregue
ENC-2700,2025-06-12 16:29:00,Morangoffee,2,14.0,Entregue
ENC-2079,2025-06-12 16:57:00,Churros,6,12.0,Entregue
ENC-1630,2025-06-12 17:20:00,Churros,10,12.0,Entregue
ENC-1021,2025-06-12 17:53:00,Bolo,8,12.0,Entregue
ENC-2172,2025-06-12 17:54:00,Banoffee,4,14.0,Entregue
ENC-2321,2025-06-12 18:30:00,Bolo,5,12.0,Entregue
ENC-1908,2025-06-12 21:17:00,Pudim,6,8.0,Entregue
ENC-2725,2025-06-12 23:50:00,Pudim,8,8.0,Cancelada
ENC-1892,2025-06-13 11:19:00,Churros,4,12.0,Entregue
ENC-2388,2025-06-13 11:35:00,Pudim,4,8.0,Entregue
ENC-1420,2025-06-13 18:12:00,Morangoffee,8,14.0,Entregue
ENC-2874,2025-06-13 21:51:00,Churros,7,12.0,Entregue
ENC-2378,2025-06-13 23:55:00,Bolo,6,12.0,Entregue
ENC-1060,2025-06-14 14:09:00,Bolo,3,12.0,Cancelada
ENC-2899,2025-06-14 14:57:00,Morangoffee,3,14.0,Entregue
ENC-2639,2025-06-14 21:15:00,Churros,4,12.0,Entregue
ENC-2366,2025-06-14 23:06:00,Banoffee,8,14.0,Entregue
ENC-2048,2025-06-15 14:30:00,Banoffee,4,14.0,Entregue
ENC-2912,2025-06-15 14:45:00,Pudim,7,8.0,Entregue
ENC-1550,2025-06-15 16:47:00,Pudim,9,8.0,Entregue
ENC-1971,2025-06-15 18:53:00,Bolo,6,12.0,Entregue
ENC-2670,2025-06-15 20:17:00,Pudim,10,8.0,Entregue
ENC-2869,2025-06-15 22:11:00,Banoffee,10,14.0,Entregue
ENC-2989,2025-06-16 11:21:00,Churros,5,12.0,Entregue
ENC-1640,2025-06-16 11:34:00,Pudim,1,8.0,Entregue
ENC-2255,2025-06-16 14:09:00,Churros,8,12.0,Entregue
ENC-2630,2025-06-16 14:42:00,Pudim,2,8.0,Entregue
ENC-2767,2025-06-16 15:55:00,Morangoffee,3,14.0,Entregue
ENC-2721,2025-06-16 19:40:00,Morangoffee,10,14.0,Entregue
ENC-1129,2025-06-16 21:40:00,Bolo,10,12.0,Entregue
ENC-2820,2025-06-16 23:26:00,Morangoffee,2,14.0,Entregue
ENC-1019,2025-06-17 13:13:00,Banoffee,9,14.0,Entregue
ENC-2413,2025-06-17 14:15:00,Pudim,4,8.0,Entregue
ENC-1074,2025-06-17 15:50:00,Churros,3,12.0,Entregue
ENC-1404,2025-06-17 21:50:00,Churros,8,12.0,Cancelada
ENC-1014,2025-06-18 11:06:00,Bolo,10,12.0,Entregue
ENC-2971,2025-06-18 22:01:00,Pudim,3,8.0,Entregue
ENC-1738,2025-06-18 22:39:00,Morangoffee,8,14.0,Entregue
ENC-1466,2025-06-19 11:22:00,Pudim,4,8.0,Entregue
ENC-2358,2025-06-19 20:14:00,Pudim,5,8.0,Entregue
ENC-2066,2025-06-19 20:16:00,Bolo,2,12.0,Entregue
ENC-2075,2025-06-20 15:29:00,Banoffee,5,14.0,Entregue
ENC-1809,2025-06-20 15:38:00,Bolo,2,12.0,Entregue
ENC-1147,2025-06-20 18:23:00,Morangoffee,7,14.0,Entregue
ENC-2927,2025-06-20 18:41:00,Banoffee,9,14.0,Entregue
ENC-1992,2025-06-20 20:12:00,Bolo,2,12.0,Entregue
ENC-1491,2025-06-20 23:24:00,Churros,8,12.0,Entregue
ENC-1736,2025-06-21 14:04:00,Banoffee,4,14.0,Entregue
ENC-1388,2025-06-21 14:26:00,Bolo,9,12.0,Entregue
ENC-2377,2025-06-21 16:46:00,Churros,1,12.0,Entregue
ENC-2429,2025-06-21 17:50:00,Morangoffee,4,14.0,Entregue
ENC-1910,2025-06-21 18:51:00,Pudim,5,8.0,Entregue
ENC-1590,2025-06-22 11:14:00,Churros,1,12.0,Cancelada
ENC-1211,2025-06-22 11:59:00,Churros,1,12.0,Entregue
ENC-1202,2025-06-22 12:53:00,Banoffee,5,14.0,Entregue
ENC-1445,2025-06-22 13:27:00,Churros,3,12.0,Entregue
ENC-2230,2025-06-22 15:48:00,Morangoffee,5,14.0,Entregue
ENC-1403,2025-06-22 17:35:00,Morangoffee,4,14.0,Entregue
ENC-2439,2025-06-23 15:30:00,Churros,5,12.0,Entregue
ENC-1615,2025-06-23 16:21:00,Banoffee,7,14.0,Entregue
ENC-2979,2025-06-23 19:02:00,Churros,1,12.0,Cancelada
ENC-2761,2025-06-23 19:20:00,Morangoffee,5,14.0,Entregue
ENC-1866,2025-06-24 16:49:00,Bolo,1,12.0,Entregue
ENC-2544,2025-06-24 17:45:00,Pudim,8,8.0,Entregue
ENC-2103,2025-06-24 20:54:00,Morangoffee,6,14.0,Entregue
ENC-2449,2025-06-24 22:03:00,Churros,8,12.0,Entregue
ENC-2302,2025-06-24 22:30:00,Churros,6,12.0,Entregue
ENC-2994,2025-06-25 15:58:00,Churros,8,12.0,Entregue
ENC-1122,2025-06-25 16:23:00,Churros,6,12.0,Entregue
ENC-2654,2025-06-25 19:40:00,Bolo,1,12.0,Entregue
ENC-1940,2025-06-25 23:59:00,Pudim,9,8.0,Entregue
ENC-1488,2025-06-26 12:42:00,Morangoffee,7,14.0,Entregue
ENC-1458,2025-06-26 12:55:00,Pudim,10,8.0,Entregue
ENC-2867,2025-06-26 15:21:00,Morangoffee,4,14.0,Entregue
ENC-2469,2025-06-26 15:26:00,Banoffee,8,14.0,Entregue
ENC-2240,2025-06-26 16:52:00,Banoffee,2,14.0,Entregue
ENC-2866,2025-06-26 16:54:00,Morangoffee,5,14.0,Entregue
ENC-1785,2025-06-26 17:50:00,Banoffee,4,14.0,Entregue
ENC-1244,2025-06-26 20:28:00,Morangoffee,3,14.0,Entregue
ENC-1151,2025-06-26 21:38:00,Pudim,2,8.0,Entregue
ENC-1744,2025-06-27 14:40:00,Churros,5,12.0,Entregue
ENC-1989,2025-06-27 16:47:00,Banoffee,8,14.0,Entregue
ENC-1144,2025-06-27 18:34:00,Morangoffee,7,14.0,Entregue
ENC-1209,2025-06-28 11:37:00,Churros,3,12.0,Entregue
ENC-2225,2025-06-28 11:40:00,Morangoffee,10,14.0,Entregue
ENC-1525,2025-06-28 11:50:00,Banoffee,3,14.0,Entregue
ENC-1489,2025-06-28 15:06:00,Churros,10,12.0,Entregue
ENC-1745,2025-06-28 17:51:00,Morangoffee,9,14.0,Entregue
ENC-2168,2025-06-28 17:52:00,Bolo,6,12.0,Entregue
ENC-2993,2025-06-28 19:01:00,Morangoffee,7,14.0,Entregue
ENC-1368,2025-06-28 19:43:00,Churros,5,12.0,Cancelada
ENC-2570,2025-06-28 19:48:00,Churros,3,12.0,Entregue
ENC-2391,2025-06-28 21:44:00,Churros,4,12.0,Entregue
ENC-2887,2025-06-28 23:07:00,Bolo,9,12.0,Entregue
ENC-2243,2025-06-29 12:05:00,Banoffee,2,14.0,Entregue
ENC-2505,2025-06-29 14:06:00,Morangoffee,8,14.0,Entregue
ENC-2600,2025-06-29 19:55:00,Bolo,4,12.0,Entregue
ENC-2173,2025-06-29 21:46:00,Churros,7,12.0,Entregue
ENC-2081,2025-06-30 15:33:00,Morangoffee,1,14.0,Entregue
ENC-1530,2025-06-30 17:37:00,Morangoffee,4,14.0,Entregue
ENC-1418,2025-07-01 13:31:00,Banoffee,2,14.0,Entregue
ENC-2002,2025-07-01 14:07:00,Morangoffee,4,14.0,Entregue
ENC-2951,2025-07-01 15:21:00,Bolo,7,12.0,Entregue
ENC-1628,2025-07-01 21:57:00,Pudim,3,8.0,Entregue
ENC-2752,2025-07-01 22:30:00,Morangoffee,1,14.0,Entregue
ENC-1917,2025-07-02 11:43:00,Banoffee,4,14.0,Entregue
ENC-1708,2025-07-02 11:46:00,Morangoffee,8,14.0,Entregue
ENC-2251,2025-07-02 12:12:00,Bolo,9,12.0,Entregue
ENC-2457,2025-07-02 14:11:00,Churros,9,12.0,Entregue
ENC-1867,2025-07-02 14:33:00,Morangoffee,5,14.0,Entregue
ENC-1467,2025-07-02 16:10:00,Bolo,4,12.0,Entregue
ENC-1153,2025-07-02 16:26:00,Morangoffee,7,14.0,Entregue
ENC-1381,2025-07-02 18:22:00,Banoffee,7,14.0,Entregue
ENC-1948,2025-07-02 18:47:00,Banoffee,5,14.0,Entregue
ENC-1042,2025-07-02 22:09:00,Banoffee,5,14.0,Entregue
ENC-2754,2025-07-02 22:49:00,Banoffee,9,14.0,Cancelada
ENC-2192,2025-07-03 13:15:00,Morangoffee,6,14.0,Entregue
ENC-1235,2025-07-03 13:15:00,Banoffee,3,14.0,Entregue
ENC-2432,2025-07-03 14:58:00,Bolo,6,12.0,Entregue
ENC-1201,2025-07-03 20:41:00,Pudim,4,8.0,Entregue
ENC-1671,2025-07-03 21:07:00,Pudim,9,8.0,Entregue
ENC-1026,2025-07-03 22:30:00,Pudim,9,8.0,Entregue
ENC-2875,2025-07-03 23:32:00,Bolo,8,12.0,Cancelada
ENC-1587,2025-07-04 11:13:00,Churros,1,12.0,Entregue
ENC-2940,2025-07-04 18:41:00,Churros,7,12.0,Entregue
ENC-2613,2025-07-04 20:29:00,Pudim,8,8.0,Entregue
ENC-1715,2025-07-04 20:32:00,Pudim,1,8.0,Entregue
ENC-2215,2025-07-05 11:17:00,Morangoffee,1,14.0,Entregue
ENC-2897,2025-07-05 12:06:00,Banoffee,5,14.0,Entregue
ENC-1022,2025-07-05 12:28:00,Pudim,9,8.0,Entregue
ENC-1076,2025-07-05 12:45:00,Pudim,6,8.0,Cancelada
ENC-1838,2025-07-05 23:36:00,Morangoffee,5,14.0,Entregue
ENC-1829,2025-07-05 23:48:00,Bolo,4,12.0,Cancelada
ENC-2594,2025-07-06 12:20:00,Pudim,8,8.0,Entregue
ENC-1409,2025-07-06 12:59:00,Churros,8,12.0,Entregue
ENC-1030,2025-07-06 15:39:00,Churros,7,12.0,Entregue
ENC-2660,2025-07-06 20:15:00,Banoffee,3,14.0,Entregue
ENC-2997,2025-07-07 13:10:00,Churros,1,12.0,Entregue
ENC-2060,2025-07-07 21:22:00,Banoffee,9,14.0,Entregue
ENC-1681,2025-07-08 16:35:00,Bolo,7,12.0,Entregue
ENC-1066,2025-07-08 17:05:00,Churros,8,12.0,Cancelada
ENC-2274,2025-07-09 12:08:00,Churros,4,12.0,Entregue
ENC-2569,2025-07-09 15:17:00,Pudim,10,8.0,Entregue
ENC-2486,2025-07-10 11:59:00,Morangoffee,5,14.0,Entregue
ENC-2440,2025-07-10 12:52:00,Churros,4,12.0,Entregue
ENC-2906,2025-07-10 13:46:00,Banoffee,3,14.0,Entregue
ENC-2484,2025-07-10 16:06:00,Bolo,6,12.0,Entregue
ENC-2980,2025-07-10 16:32:00,Morangoffee,10,14.0,Entregue
ENC-1433,2025-07-10 17:45:00,Churros,5,12.0,Entregue
ENC-1836,2025-07-10 18:06:00,Banoffee,4,14.0,Entregue
ENC-1425,2025-07-10 18:53:00,Bolo,4,12.0,Entregue
ENC-1417,2025-07-10 21:15:00,Bolo,6,12.0,Entregue
ENC-1251,2025-07-10 22:39:00,Churros,3,12.0,Entregue
ENC-2089,2025-07-10 22:46:00,Bolo,6,12.0,Entregue
ENC-1556,2025-07-11 14:01:00,Pudim,5,8.0,Entregue
ENC-2705,2025-07-11 16:56:00,Morangoffee,10,14.0,Entregue
ENC-2568,2025-07-11 19:34:00,Churros,9,12.0,Entregue
ENC-1729,2025-07-11 20:36:00,Bolo,7,12.0,Entregue
ENC-2986,2025-07-11 20:36:00,Morangoffee,4,14.0,Entregue
ENC-2872,2025-07-11 21:19:00,Banoffee,1,14.0,Entregue
ENC-2421,2025-07-12 11:51:00,Banoffee,9,14.0,Entregue
ENC-1484,2025-07-12 12:11:00,Pudim,1,8.0,Entregue
ENC-2133,2025-07-12 17:35:00,Bolo,3,12.0,Entregue
ENC-1512,2025-07-12 18:26:00,Pudim,2,8.0,Entregue
ENC-2206,2025-07-12 19:53:00,Morangoffee,8,14.0,Entregue
ENC-2601,2025-07-13 12:34:00,Bolo,7,12.0,Entregue
ENC-1125,2025-07-13 13:39:00,Pudim,7,8.0,Entregue
ENC-1441,2025-07-13 16:10:00,Churros,1,12.0,Entregue
ENC-2748,2025-07-13 20:04:00,Banoffee,2,14.0,Entregue
ENC-1665,2025-07-13 22:44:00,Pudim,5,8.0,Entregue
ENC-2184,2025-07-13 23:07:00,Bolo,8,12.0,Entregue
ENC-2076,2025-07-14 11:21:00,Churros,6,12.0,Cancelada
ENC-2129,2025-07-14 13:18:00,Pudim,6,8.0,Entregue
ENC-2504,2025-07-14 14:20:00,Bolo,8,12.0,Entregue
ENC-1962,2025-07-14 14:55:00,Banoffee,8,14.0,Entregue
ENC-1061,2025-07-14 18:58:00,Morangoffee,9,14.0,Entregue
ENC-2774,2025-07-14 19:49:00,Morangoffee,9,14.0,Entregue
ENC-2747,2025-07-14 20:56:00,Pudim,7,8.0,Entregue
ENC-1171,2025-07-14 21:05:00,Morangoffee,5,14.0,Entregue
ENC-2094,2025-07-15 21:35:00,Bolo,8,12.0,Entregue
ENC-1423,2025-07-15 21:46:00,Bolo,9,12.0,Entregue
ENC-1126,2025-07-15 22:21:00,Bolo,4,12.0,Entregue
ENC-2123,2025-07-16 15:22:00,Banoffee,6,14.0,Entregue
ENC-1719,2025-07-16 17:01:00,Banoffee,6,14.0,Entregue
ENC-2964,2025-07-16 19:04:00,Bolo,9,12.0,Entregue
ENC-1868,2025-07-16 19:18:00,Banoffee,4,14.0,Entregue
ENC-1616,2025-07-16 21:19:00,Bolo,10,12.0,Entregue
ENC-2724,2025-07-16 23:08:00,Churros,8,12.0,Entregue
ENC-1193,2025-07-17 11:19:00,Pudim,3,8.0,Entregue
ENC-1781,2025-07-17 12:02:00,Banoffee,9,14.0,Entregue
ENC-1257,2025-07-17 14:49:00,Banoffee,5,14.0,Entregue
ENC-1833,2025-07-17 18:59:00,Morangoffee,6,14.0,Entregue
ENC-1309,2025-07-17 22:24:00,Banoffee,5,14.0,Entregue
ENC-2826,2025-07-17 22:53:00,Pudim,3,8.0,Cancelada
ENC-2283,2025-07-18 12:27:00,Pudim,4,8.0,Entregue
ENC-2992,2025-07-18 12:41:00,Bolo,1,12.0,Entregue
ENC-1927,2025-07-18 15:06:00,Morangoffee,4,14.0,Entregue
ENC-1197,2025-07-18 15:49:00,Churros,3,12.0,Entregue
ENC-1542,2025-07-18 17:39:00,Banoffee,6,14.0,Cancelada
ENC-2480,2025-07-18 20:03:00,Churros,7,12.0,Entregue
ENC-2516,2025-07-18 20:56:00,Churros,3,12.0,Entregue
ENC-1348,2025-07-19 14:17:00,Bolo,9,12.0,Entregue
ENC-2422,2025-07-19 14:54:00,Morangoffee,7,14.0,Entregue
ENC-2527,2025-07-19 15:00:00,Banoffee,3,14.0,Entregue
ENC-1768,2025-07-19 18:52:00,Morangoffee,8,14.0,Entregue
ENC-1164,2025-07-19 21:45:00,Banoffee,7,14.0,Entregue
ENC-1851,2025-07-19 22:17:00,Banoffee,5,14.0,Entregue
ENC-1293,2025-07-19 23:04:00,Pudim,2,8.0,Entregue
ENC-2948,2025-07-20 11:06:00,Pudim,9,8.0,Entregue
ENC-1880,2025-07-20 11:42:00,Bolo,1,12.0,Cancelada
ENC-2990,2025-07-20 15:12:00,Banoffee,3,14.0,Entregue
ENC-2816,2025-07-20 17:34:00,Churros,10,12.0,Entregue
ENC-1345,2025-07-20 20:38:00,Bolo,6,12.0,Entregue
ENC-1170,2025-07-21 11:08:00,Churros,1,12.0,Entregue
ENC-2009,2025-07-21 11:50:00,Banoffee,7,14.0,Entregue
ENC-1559,2025-07-21 15:13:00,Banoffee,3,14.0,Cancelada
ENC-2910,2025-07-21 16:24:00,Banoffee,10,14.0,Entregue
ENC-2370,2025-07-21 17:29:00,Bolo,10,12.0,Entregue
ENC-2904,2025-07-21 17:56:00,Pudim,5,8.0,Cancelada
ENC-2284,2025-07-21 18:44:00,Bolo,4,12.0,Entregue
ENC-1749,2025-07-21 19:23:00,Morangoffee,7,14.0,Entregue
ENC-1999,2025-07-22 11:31:00,Morangoffee,1,14.0,Entregue
ENC-1434,2025-07-22 13:04:00,Pudim,5,8.0,Entregue
ENC-2559,2025-07-22 15:29:00,Banoffee,8,14.0,Entregue
ENC-1158,2025-07-22 15:41:00,Churros,1,12.0,Entregue
ENC-1448,2025-07-22 16:10:00,Banoffee,1,14.0,Entregue
ENC-1382,2025-07-22 17:23:00,Bolo,10,12.0,Entregue
ENC-1731,2025-07-22 20:34:00,Banoffee,5,14.0,Entregue
ENC-2619,2025-07-22 21:56:00,Morangoffee,2,14.0,Entregue
ENC-2509,2025-07-23 17:57:00,Banoffee,4,14.0,Entregue
ENC-2306,2025-07-23 18:12:00,Pudim,10,8.0,Entregue
ENC-2807,2025-07-23 21:24:00,Pudim,3,8.0,Entregue
ENC-2035,2025-07-24 14:14:00,Pudim,9,8.0,Entregue
ENC-1890,2025-07-24 14:17:00,Morangoffee,1,14.0,Entregue
ENC-2291,2025-07-24 16:09:00,Morangoffee,4,14.0,Entregue
ENC-2750,2025-07-24 16:43:00,Morangoffee,9,14.0,Entregue
ENC-2466,2025-07-24 23:03:00,Banoffee,1,14.0,Entregue
ENC-2656,2025-07-25 13:25:00,Banoffee,9,14.0,Entregue
ENC-2494,2025-07-25 14:28:00,Churros,2,12.0,Entregue
ENC-1763,2025-07-25 16:17:00,Pudim,1,8.0,Entregue
